#nii_code,mext_code,jsps_code,name_ja,name_en,name_yomi
0047703,47703,,鹿児島純心女子短期大学,Kagoshima Immaculate Heart College,カゴシマジュンシンジョシタンキダイガク
0047704,47704,,鹿児島女子短期大学,Kagoshima Women's Junior College,カゴシマジョシタンキダイガク
0044304,44304,,華頂短期大学,Kacho Junior College,カチョウタンキダイガク
0047302,47302,,活水女子短期大学,Kwassui Women's Junior College,カッスイジョシタンキダイガク
0042701,42701,,神奈川県立衛生短期大学,Kanagawa Prefectural College of Nursing and Medical Technology,カナガワケンリツエイセイタンキダイガク
0042702,42702,,神奈川県立栄養短期大学,Kanagawa Prefectual Junior College of Nutrition,カナガワケンリツエイヨウタンキダイガク
0042703,42703,,神奈川県立外語短期大学,Kanagawa Prefectural College of Foreign Studies,カナガワケンリツガイゴタンキダイガク
382734,42713,,神奈川歯科大学短期大学部,Kanagawa Dental University Junior College,カナガワシカダイガクタンキダイガクブ
0042720,42720,,神奈川大学短期大学部,"Junior College, Kanagawa University",カナガワダイガクタンキダイガクブ
0043301,43301,,金沢学院短期大学,Kanazawa Gakuin College,カナザワガクインタンキダイガク
0042721,42721,,鎌倉女子大学短期大学部,Kamakura Women's Junior College,カマクラジョシダイガクタンキダイガクブ
0042414,42414,,川口短期大学,Kawaguchi Junior College,カワグチタンキダイガク
0045309,45309,,川崎医療短期大学,Kawasaki College of Allied Health Professions,カワサキイリョウタンキダイガク
0042729,42729,,川崎市立看護短期大学,Kawasaki City College of Nursing.,カワサキシリツカンゴタンキダイガク
0042614,42614,,川村短期大学,Kawamura College,カワムラタンキダイガク
0044417,44417,,関西外国語大学短期大学部,Kansai Gaidai College,カンサイガイゴダイガクタンキダイガクブ
0044445,44445,,関西鍼灸短期大学,Kansai College of Oriental Medicine,カンサイシンキュウタンキダイガク
0044528,44528,,関西女学院短期大学,Kansai Jogakuin Junior College,カンサイジョガクインタンキダイガク
0044419,44419,,関西女子短期大学,Kansai Women's Junior College,カンサイジョシタンキダイガク
382863,46302,,環太平洋大学短期大学部,IPU Women's College,カンタイヘイヨウダイガクタンキダイガクブ
0042707,42707,,関東学院女子短期大学,Kanto Gakuin Women's Junior College,カントウガクインジョシタンキダイガク
0042302,42302,,関東短期大学,Kanto Junior College,カントウタンキダイガク
0042613,42613,,学習院女子短期大学,Gakushuin Women's Junior College,ガクシュウインジョシタンキダイガク
0047123,47123,,北九州短期大学,北九州短期大学,キタキュウシュウタンキダイガク
0047104,47104,,九州大谷短期大学,Kyushu Otani Junior College,キュウシュウオオタニタンキダイガク
382839,47107,,九州産業大学造形短期大学部,"Kyushu Sangyo University,Zokei Junior Cokkege of Art and Design",キュウシュウサンギョウダイガクゾウケイタンキダイガクブ
0047106,47106,,九州女子短期大学,Kyushu Women's Junior College,キュウシュウジョシタンキダイガク
0047203,47203,,九州龍谷短期大学,Kyushu Ryukoku Junior College,キュウシュウリュウコクタンキダイガク
0042311,42311,,共愛学園女子短期大学,Kyoai Gakuen Women's Junior College,キョウアイガクエンジョシタンキダイガク
0042412,42412,,共栄学園短期大学,Kyoei Gakuen Junior College,キョウエイガクエンタンキダイガク
0044322,44322,,京都医療技術短期大学,Kyoto College of Medical Technology,キョウトイリョウギジュツタンキダイガク
0044306,44306,,京都外国語短期大学,Kyoto Junior College of Foreign Languages,キョウトガイコクゴタンキダイガク
0044324,44324,,京都経済短期大学,Kyoto College of Economics,キョウトケイザイタンキダイガク
0044318,44318,,京都芸術短期大学,Kyoto College of Art,キョウトゲイジュツタンキダイガク
0044309,44309,,京都光華女子大学短期大学部,Kyoto Koka Women's University Junior College,キョウトコウカジョシダイガクタンキダイガクブ
0044301,44301,,京都市立看護短期大学,Kyoto Municipal Junior College of Nursing,キョウトシリツカンゴタンキダイガク
0044316,44316,,京都女子大学短期大学部,Kyoto Women's Junior College,キョウトジョシダイガクタンキダイガクブ
382898,44311,,京都西山短期大学,Kyoto Seizan College,キョウトセイザンタンキダイガク
0044323,44323,,京都府立医科大学医療技術短期大学部,"Kyoto Prefectural University of Medicine, School of Nursing",キョウトフリツイカダイガクイリョウギジュツタンキダイガクブ
0044314,44314,,京都府立大学女子短期大学部,Kyoto Prefectual University Women's College,キョウトフリツダイガクジョシタンキダイガクブ
0044320,44320,,京都文化短期大学,Kyoto Bunka College,キョウトブンカタンキダイガク
0044305,44305,,京都文教短期大学,Kyoto Bunkyo Junior College,キョウトブンキョウタンキダイガク
0042674,42674,,共立女子短期大学,Kyoritsu Women's Junior College,キョウリツジョシタンキダイガク
382731,42303,,桐生大学短期大学部,Kiryu University Junior College,キリュウダイガクタンキダイガクブ
383063,47110,,近畿大学九州短期大学,Kindai University Kyushu Junior College,キンキダイガクキュウシュウタンキダイガク
383062,44441,,近畿大学短期大学部,Kindai University Junior College,キンキダイガクタンキダイガクブ
0043931,43931,,金城学院大学短期大学部,Kinjo Gakuin Junior College,キンジョウガクインダイガクタンキダイガクブ
0043304,43304,,金城大学短期大学部,Kinjo College,キンジヨウダイガクタンキダイガクブ
0043711,43711,,岐阜医療技術短期大学,Gifu College of Medical Technology,ギフイリョウギジュツタンキダイガク
0043704,43704,,岐阜聖徳学園大学短期大学部,Gifu Shotoku Gakuen Junior College,ギフショウトクガクエンダイガクタンキダイガクブ
0043701,43701,,岐阜市立女子短期大学,Gifu City Women's College,ギフシリツジョシタンキダイガク
383016,43712,,岐阜保健大学短期大学部,岐阜保健大学短期大学部,ギフホケンダイガクタンキダイガクブ
0047401,47401,,銀杏学園短期大学,Ginkyo College of Medical Science,ギンナンガクエンタンキダイガク
0040105,40105,,釧路短期大学,Kushiro Junior College,クシロタンキダイガク
0047404,47404,,熊本音楽短期大学,Kumamoto Music Junior College,クマモトオンガクタンキダイガク
0047403,47403,,熊本短期大学,Kumamoto Junior College,クマモトタンキダイガク
0045310,45310,,倉敷市立短期大学,Kurashiki City College,クラシキシリツタンキダイガク
382954,47112,,久留米信愛短期大学,Kurume Shin-ai College,クルメシンアイタンキダイガク
0042312,42312,,群馬県立医療短期大学,Gunma Prefectual College of Health Science,グンマケンリツイリョウタンキダイガク
0042313,42313,,群馬社会福祉大学短期大学部,Gunma Social Welfare Junior College,グンマシャカイフクシダイガクタンキダイガクブ
0042315,42315,,群馬松嶺福祉短期大学,Gunma Shorei Junior College of Welfare,グンマショウレイフクシタンキダイガク
0042314,42314,,群馬パース学園短期大学,Gumma Paz Gakuen College,グンマパースガクエンタンキダイガク
0042693,42693,,慶應義塾看護短期大学,Keio Junior College of Nursing,ケイオウギジュクカンゴタンキダイガク
0042617,42617,,恵泉女学園短期大学,Keisen Jogakuen Junior College,ケイセンジョガクエンタンキダイガク
0044506,44506,,賢明女子学院短期大学,Kenmei Women's Junior College,ケンメイジョシガクインタンキダイガク
0043101,43101,,県立新潟女子短期大学,Niigata Women's College,ケンリツニイガタジョシタンキダイガク
0040106,40106,,光塩学園女子短期大学,Koen Gakuen Women's Junior College,コウエンガクエンジョシタンキダイガク
0042618,42618,,攻玉社工科短期大学,Kogyokusha College of Technology,コウギョクシャコウカタンキダイガク
0044507,44507,,甲子園短期大学,Koshien Junior College,コウシエンタンキダイガク
0046402,46402,,高知学園短期大学,Kochi Gakuen College,コウチガクエンタンキダイガク
0046403,46403,,高知女子大学保育短期大学部,"College of Child Development, Kochi Women's University",コウチジョシダイガクホイクタンキダイガクブ
0044510,44510,,神戸学院女子短期大学,Kobe Gakuin Women's College,コウベガクインジョシタンキダイガク
383045,44514,,神戸教育短期大学,Kobe College of education,コウベキョウイクタンキダイガク
0044515,44515,,神戸松蔭女子学院短期大学,Kobe Shoin Women's Junior College,コウベショウインジョシガクインタンキダイガク
382807,44512,,神戸常盤大学短期大学部,Kobe Tokiwa Junior College,コウベジョウバンダイガクタンキダイガクブ
0044511,44511,,神戸女子短期大学,Kobe Women's Junior College,コウベジョシタンキダイガク
382871,44513,,神戸山手短期大学,Kobe Yamate College,コウベヤマテタンキダイガク
0047113,47113,,香蘭女子短期大学,Koran Women's Junior College,コウランジョシタンキダイガク
0043937,43937,,光陵女子短期大学,Koryo International College,コウリョウジョシタンキダイガク
0041605,41605,,郡山女子大学短期大学部,Koriyama Women's Junior College,コオリヤマジョシダイガクタンキダイガクブ
0042202,42202,,國學院大學栃木短期大学,Kokugakuin Tochigi Junior College,コクガクインダイガクトチギタンキダイガク
382730,40129,,國學院大學北海道短期大学部,Kokugakuin University Hokkaido Junior College,コクガクインダイガクホッカイドウタンキダイガクブ
0042411,42411,,国際学院埼玉短期大学,Kokusai Gakuin Saitama Junior College,コクサイガクインサイタマタンキダイガク
0042619,42619,,国際短期大学,Kokusai Junior College,コクサイタンキダイガク
0042620,42620,,国士舘短期大学,Kokushikan Junior College,コクシカンタンキダイガク
0042621,42621,,駒沢女子短期大学,Komazawa Women's Junior College,コマザワジョシタンキダイガク
0043306,43306,,小松短期大学,Komatsu College,コマツタンキダイガク
0042417,42417,,埼玉医科大学短期大学,Saitama Medical School Junior College,サイタマイカダイガクタンキダイガク
0042404,42404,,埼玉県立大学短期大学部,Saitama Prefectural University. Junior College,サイタマケンリツダイガクタンキダイガクブ
382889,42409,,埼玉純真短期大学,Saitama Junshin College,サイタマジュンシンタンキダイガク
0042418,42418,,埼玉女子短期大学,Saitama Women's Junior College,サイタマジョシタンキダイガク
0042416,42416,,埼玉短期大学,Saitama Junior College,サイタマタンキダイガク
0042421,42421,42421,埼玉東萌短期大学,Saitama Toho Junior College,サイタマトウホウタンキダイガク
0044403,44403,,堺女子短期大学,Sakai Women's Junior College,サカイジョシタンキダイガク
0047201,47201,,佐賀女子短期大学,Saga Women's Junior College,サガジョシタンキダイガク
382838,44313,,嵯峨美術短期大学,嵯峨美術短期大学,サガビジュツタンキダイガク
0042722,42722,,相模女子大学短期大学部,Sagami Women's Junior College,サガミジョシダイガクタンキダイガクブ
382823,42203,,作新学院大学女子短期大学部,Sakushin Gakuin University Women's College,サクシンガクインダイガクジョシタンキダイガクブ
382902,43610,,佐久大学信州短期大学部,Shinshu Junior College,サクマダイガクシンシュウタンキダイガクブ
383095,45304,,作陽短期大学,Sakuyo Junior College,サクヨウタンキダイガク
0041602,41602,,桜の聖母短期大学,Sakura no Seibo Junior College,サクラノセイボタンキダイガク
0040130,40130,,札幌医科大学衛生短期大学部,School of Allied Health Professions Sapporo Medical College,サッポロイカダイガクエイセイタンキダイガクブ
0140107,40107,40107,札幌大谷大学短期大学部,Sapporo Otani Junior College,サッポロオオタニダイガクタンキダイガクブ
0040109,40109,,札幌国際大学短期大学部,Sapporp International Junior College,サッポロコクサイダイガクタンキダイガクブ
0040128,40128,,札幌大学女子短期大学部,Sapporo University Women's Junior College,サッポロダイガクジョシタンキダイガクブ
382847,42208,,佐野日本大学短期大学,Sano Nihon University College,サノニホンダイガクタンキダイガク
0047126,47126,,産業医科大学医療技術短期大学,"University Occupational and Environmental Health, School of Nursing and Medical Technology",サンギョウイカダイガクイリョウギジュツタンキダイガク
0044519,44519,,産業技術短期大学,College of Industrial Technology,サンギョウギジュツタンキダイガク
0045305,45305,,山陽学園短期大学,Sanyo Gakuen Junior College,サンヨウガクエンタンキダイガク
0045404,45404,,山陽女子短期大学,Sanyo Women's College,サンヨウジョシタンキダイガク
0044201,44201,,滋賀県立大学看護短期大学部,The University of Shiga Prefecture,シガケンリツダイガクカンゴタンキダイガクブ
382895,44202,,滋賀短期大学,Shiga Junior College,シガタンキダイガク
382737,43933,,至学館大学短期大学部,Shigakkan University Junior College,シガッカンダイガクタンキダイガクブ
0044203,44203,,滋賀文教短期大学,Shiga Bunkyo Junior College,シガブンキョウタンキダイガク
0046203,46203,,四国学院短期大学,Shikoku Gakuin Junior College,シコクガクインタンキダイガク
0046101,46101,,四国大学短期大学部,Shikoku University Junior College,シコクダイガクタンキダイガクブ
0044421,44421,,四條畷学園短期大学,Shijonawate Gakuen Junior College,シジョウナワテガクエンタンキダイガク
0043803,43803,,静岡英和学院大学短期大学部,Shizuoka Eiwa Gakuin University Junior College,シズオカエイワガクインダイガクタンキダイガクブ
0043807,43807,,静岡県立大学短期大学部,"University of Shizuoka,Shizuoka College",シズオカケンリツダイガクタンキダイガクブ
383087,43808,,静岡県立農林環境専門職大学短期大学部,Shizuoka Professional University Junior College of Agriculture,シズオカケンリツノウリンセンモンショクダイガクタンキダイガクブ
0043810,43810,,静岡福祉情報短期大学,Shizuoka University of Welfare Junior College,シズオカフクシジョウホウタンキダイガク
0044422,44422,,四天王寺大学短期大学部,Shitennoji University Junior College,シテンノウジダイガクタンキダイガクブ
0045205,45205,,島根県立看護短期大学,Shimane Nursing College,シマネケンリツカンゴタンキダイガク
0045204,45204,,島根県立国際短期大学,Shimane International College,シマネケンリツコクサイタンキダイガク
0045201,45201,,島根県立島根女子短期大学,Shimane Prefectual Shimane Women's College,シマネケンリツシマネジョシタンキダイガク
0045206,45206,,島根県立大学短期大学部,The University of Shimane Junior College,シマネケンリツダイガクタンキダイガクブ
0045503,45503,,下関短期大学,Shimonoseki Junior College,シモノセキタンキダイガク
0041203,41203,,修紅短期大学,Shuko Junior College,シュウコウタンキダイガク
0045302,45302,,就実短期大学,Shujitsu Junior College,シュウジツタンキダイガク
383037,43908,,修文大学短期大学部,shubun university Junior College,シュウブンダイガクタンキダイガクブ
382856,42627,,淑徳大学短期大学部,Shukutoku University Junior College,シュクトクダイガクタンキダイガクブ
0042726,42726,,松蔭女子短期大学,Shoin Women's College,ショウインジョシタンキダイガク
0044423,44423,,樟蔭東女子短期大学,Shoin Higashi Women's Junior College,ショウインヒガシジョシタンキダイガク
0044516,44516,,頌栄短期大学,Shoei Junior College,ショウエイタンキダイガク
0041303,41303,,尚絅学院大学女子短期大学部,Shokei Women's Junior College,ショウケイガクインダイガクジョシタンキダイガクブ
0047407,47407,,尚絅大学短期大学部,Shokei Junior College,ショウケイダイガクタンキダイガクブ
0043705,43705,,正眼短期大学,Shogen Junior College,ショウゲンタンキダイガク
0042728,42728,,湘南国際女子短期大学,Shonan Kokusai Women's Junior College,ショウナンコクサイジョシタンキダイガク
0042407,42407,,尚美学園短期大学,Shobi-gakuen Junior College,ショウビガクエンタンキダイガク
0042718,42718,,湘北短期大学,Shohoku College,ショウホクタンキダイガク
0042708,42708,,昭和音楽大学短期大学部,Showa College of Music,ショウワオンガクダイガクタンキダイガクブ
0042501,42501,,昭和学院短期大学,Showa Gakuin Junior College,ショウワガクインタンキダイガク
0042677,42677,,昭和女子大学短期大学部,Showa Women's Junior College,ショウワジョシダイガクタンキダイガクブ
0042731,42731,,昭和大学医療短期大学,Showa University College of Medical Sciences,ショウワダイガクイリョウタンキダイガク
0042630,42630,,白梅学園短期大学,Shiraumegakuen College,シラウメガクエンタンキダイガク
0043609,43609,,信州豊南短期大学,Shinshu Honan College,シンシュウホウナンタンキダイガク
0042206,42206,,自治医科大学看護短期大学,"Jichi Medical School, School of Nursing",ジチイカダイガクカンゴタンキダイガク
382928,42625,,実践女子大学短期大学部,Jissen Women's Junior College,ジッセンジョシダイガクタンキダイガクブ
383102,47114,,純真短期大学,Junshin Junior College,ジュンシンタンキダイガク
0045306,45306,,順正短期大学,Junsei Junior College,ジュンセイタンキダイガク
0042514,42514,,順天堂医療短期大学,Juntendo Medical College of Nursing,ジュンテンドウイリョウタンキダイガク
382733,42624,,自由が丘産能短期大学,Jiyugaoka Sanno College,ジユウガオカサンノウタンキダイガク
0042410,42410,,城西短期大学,Josai Junior College,ジョウサイタンキダイガク
382818,42717,,上智大学短期大学部,Sophia University Junior College Division,ジョウチダイガクタンキダイガクブ
382894,42628,,女子栄養大学短期大学部,Junior College of Kagawa Nutriton University,ジョシエイヨウダイガクタンキダイガクブ
0042403,42403,,女子聖学院短期大学,Joshi Seigakuin Junior College,ジョシセイガクインタンキダイガク
0042629,42629,,女子美術大学短期大学部,Joshibi University of Art and Design Junior College,ジョシビジュツダイガクタンキダイガクブ
0043401,43401,,仁愛女子短期大学,Jin-ai Women’s College,ジンアイジョシタンキダイガク
0043932,43932,,椙山女学園大学短期大学部,Sugiyama Jogakuen University Junior College,スギヤマジョガクエンダイガクタンキダイガクブ
382738,44104,44104,鈴鹿大学短期大学部,Suzuka Junior College,スズカダイガクタンキダイガクブ
0047115,47115,,精華女子短期大学,Seika Women's Junior College,セイカジョシタンキダイガク
0046304,46304,,聖カタリナ大学短期大学部,St. Catherine University Junior College,セイカタリナダイガクタンキダイガクブ
0047602,47602,,聖心ウルスラ学園短期大学,Seishin Ursula Gakuen Mission Junior College,セイシンウルスラガクエンタンキダイガク
0042679,42679,,成城大学短期大学部,Seijo University Junior College,セイジョウダイガクタンキダイガクブ
0042715,42715,,聖セシリア女子短期大学,St.Cecilia Women's Junior College,セイセシリアジョシタンキダイガク
0043608,43608,,清泉女学院短期大学,Seisen Jogakuin College,セイセンジョガクインタンキダイガク
0044204,44204,,聖泉大学短期大学部,Seisen College,セイセンダイガクタンキダイガクブ
0042631,42631,,聖徳栄養短期大学,Seitoku Junior College of Nutrition,セイトクエイヨウタンキダイガク
0042502,42502,,聖徳大学短期大学部,Seitoku University Junior College,セイトクダイガクタンキダイガクブ
0047116,47116,,西南女学院大学短期大学部,Seinan Jo Gakuin University Junior College,セイナンジヨガクインダイガクタンキダイガクブ
0042632,42632,,星美学園短期大学,Seibi Gakuen College,セイビガクエンタンキダイガク
0044433,44433,,聖母被昇天学院女子短期大学,Assumption Junior College,セイボヒショウテンガクインジョシタンキダイガク
0043305,43305,,星稜女子短期大学,Seiryo Women's Junior College,セイリョウジョシタンキダイガク
0043802,43802,,聖隷クリストファー大学看護短期大学部,Seirei Christopher Junior College of Nursing,セイレイクリストファーダイガクカンゴタンキダイガクブ
0041403,41403,,聖霊女子短期大学,Seirei Women's Junior College,セイレイジョシタンキダイガク
0041304,41304,,聖和学園短期大学,Seiwa Gakuen Junior College,セイワガクエンタンキダイガク
382815,44517,,聖和短期大学,Seiwa Junior College,セイワタンキダイガク
0042503,42503,,清和大学短期大学部,Seiwa Junior College,セイワダイガクタンキダイガクブ
0040111,40111,,専修大学北海道短期大学,"Hokkaido College, Senshu University",センシュウダイガクホッカイドウタンキダイガク
0043203,43203,,洗足学園魚津短期大学,Senzoku Gakuen Uozu Junior College,センゾクガクエンウオヅタンキダイガク
382858,42709,,洗足こども短期大学,Senzoku Junior College of Childhood Education,センゾクコドモタンキダイガク
0041309,41309,41309,仙台青葉学院短期大学,Sendai Seiyo Gakuin College,センダイアオバガクインタンキダイガク
382938,41310,,仙台赤門短期大学,Sendai Akamon College,センダイアカモンタンキダイガク
0041305,41305,,仙台白百合短期大学,Sendai Shirayuri Junior College,センダイシラユリタンキダイガク
0044420,44420,,千里金蘭大学短期大学部,Kinran College,センリキンランダイガクタンキダイガクブ
0044425,44425,,相愛女子短期大学,Soai College,ソウアイジョシタンキダイガク
0042690,42690,,創価女子短期大学,Soka Women's College,ソウカジョシタンキダイガク
0044518,44518,,園田学園女子大学短期大学部,Sonoda Women's College,ソノダガクエンジョシダイガクタンキダイガクブ
0043204,43204,,高岡短期大学,Takaoka National College,タカオカタンキダイガク
0042304,42304,,高崎健康福祉大学短期大学部,Takasaki University of Health and Welfare Junior College,タカサキケンコウフクシダイガクタンキダイガクブ
0042308,42308,,高崎芸術短期大学,Takasaki Art Center College,タカサキゲイジュツタンキダイガク
382732,42310,,高崎商科大学短期大学部,Takasaki College of Commerce,タカサキショウカダイガクタンキダイガクブ
0044105,44105,,高田短期大学,Takada Junior College,タカダタンキダイガク
0046205,46205,,高松短期大学,Takamatsu Junior College,タカマツタンキダイガク
383057,43710,,高山自動車短期大学,Takayama College of Car Technology,タカヤマジドウシャタンキダイガク
0040123,40123,,拓殖大学北海道短期大学,Takushoku University Hokkaidou Junior College,タクショクダイガクホッカイドウタンキダイガク
0042635,42635,,玉川学園女子短期大学,Tamagawa Gakuen Junior College for Women,タマガワガクエンジョシタンキダイガク
0047305,47305,,玉木女子短期大学,Tamaki Women's Junior College,タマキジョシタンキダイガク
0047708,47708,,第一幼児教育短期大学,Daiichi Junior College of Infant Education,ダイイチヨウジキョウイクタンキダイガク
0047117,47117,,筑紫女学園大学短期大学部,Chikushi Jogakuen Junior College,チクシジョガクエンダイガクタンキダイガクブ
0042504,42504,,千葉敬愛短期大学,Chiba Keiai Junior College,チバケイアイタンキダイガク
0042505,42505,,千葉経済大学短期大学部,Chiba Keizai College,チバケイザイダイガクタンキダイガクブ
0042511,42511,,千葉県立衛生短期大学,Chiba College of Health Science,チバケンリツエイセイタンキダイガク
0042507,42507,,千葉明徳短期大学,Chiba Meitoku College,チバメイトクタンキダイガク
382837,43706,,中京学院大学短期大学部,Chukyo Junior College,チュウキョウガクインダイガクタンキダイガクブ
0045307,45307,,中国短期大学,Chugoku Junior College,チュウゴクタンキダイガク
0043707,43707,,中部学院大学短期大学部,Chubu Gakuin College,チュウブガクインダイガクタンキダイガクブ
0043944,43944,,中部大学女子短期大学,Chubu University Junior College,チュウブダイガクジョシタンキダイガク
0042710,42710,,調布学園短期大学,Chofu Gakuen Junior College,チョウフガクエンタンキダイガク
0042103,42103,,つくば国際短期大学,Tsukuba International Junior College,ツクバコクサイタンキダイガク
0043404,43404,,敦賀短期大学,Tsuruga Junior College,ツルガタンキダイガク
0042723,42723,,鶴見大学短期大学部,Tsurumi Junior College,ツルミダイガクタンキダイガクブ
0043506,43506,,帝京学園短期大学,Teikyo Gakuen Junior College,テイキョウガクエンタンキダイガク
0042639,42639,,帝京短期大学,Teikyo Junior College,テイキョウタンキダイガク
382873,42638,,帝京大学短期大学,Teikyo University Junior College,テイキョウダイガクタンキダイガク
0047128,47128,,帝京大学福岡短期大学,Teikyo University Fukuoka Junior College,テイキョウダイガクフクオカタンキダイガク
0042515,42515,,帝京平成短期大学,Teikyo Heisei Junior College,テイキョウヘイセイタンキダイガク
0042699,42699,42699,貞静学園短期大学,Teisei Gakuen Junior College,テイセイガクエンタンキダイガク
0044427,44427,,帝塚山学院短期大学,Tezukayama Gakuin Junior College,テヅカヤマガクインタンキダイガク
0044605,44605,,帝塚山大学短期大学部,Tezukayama College,テヅカヤマダイガクタンキダイガクブ
0040112,40112,,天使女子短期大学,Tenshi Junior College,テンシジョシタンキダイガク
0042640,42640,,戸板女子短期大学,Toita Women’s College,トイタジョシタンキダイガク
382904,43708,,東海学院大学短期大学部,Tokai Gakuin University school of Junior College division,トウカイガクインダイガクタンキダイガクブ
0043913,43913,,東海学園大学短期大学部,Tokai Gakuen Women’s College,トウカイガクエンダイガクタンキダイガクブ
0042719,42719,,東海大学医療技術短期大学,Tokai University Junior College of Nursing and Technology,トウカイダイガクイリョウギジュツタンキダイガク
0042680,42680,,東海大学短期大学部,Tokai University Junior College,トウカイダイガクタンキダイガクブ
0042641,42641,,東京家政学院短期大学,Tokyo Kasei Gakuin Junior College,トウキョウカセイガクインタンキダイガク
0042108,42108,,東京家政学院筑波女子大学短期大学部,Tokyo Kasei Gakuin Tsukuba Junior College,トウキョウカセイガクインツクバジョシダイガクタンキダイガクブ
0042681,42681,,東京家政大学短期大学部,Tokyo Kasei Junior College,トウキョウカセイダイガクタンキダイガクブ
0042516,42516,,東京経営短期大学,Tokyo Management College,トウキョウケイエイタンキダイガク
0042725,42725,,東京工芸大学女子短期大学部,Women's Junior College Tokyo Institute of Polytechnics,トウキョウコウゲイダイガクジョシタンキダイガクブ
0042683,42683,,東京工芸大学短期大学部,"Tokyo Institute of Polytechnics, Junior College",トウキョウコウゲイダイガクタンキダイガクブ
0042643,42643,,東京交通短期大学,Tokyo Junior College of Transportation,トウキョウコウツウタンキダイガク
382939,42801,,東京歯科大学短期大学,Tokyo Dental College Junior College,トウキョウシカダイガクタンキダイガク
0042644,42644,,東京純心女子短期大学,Tokyo Junshin Women's College,トウキョウジュンシンジョシタンキダイガク
0042645,42645,,東京女学館短期大学,Tokyo Jogakkan Junior College,トウキョウジョガクカンタンキダイガク
0042646,42646,,東京女子医科大学看護短期大学,"Tokyo Women's Medical College, Junior College Nursing",トウキョウジョシイカダイガクカンゴタンキダイガク
0042647,42647,,東京女子体育短期大学,Tokyo Women's Junior College of Physical Education,トウキョウジョシタイクタンキダイガク
0042648,42648,,東京成徳短期大学,Tokyo Seitoku College,トウキョウセイトクタンキダイガク
0042673,42673,,東京田中短期大学,Tokyo Tanaka College,トウキョウタナカタンキダイガク
0042692,42692,,東京都立医療技術短期大学,Tokyo Metropolitan College of Allied Medical Sciences,トウキョウトリツイリョウギジュツタンキダイガク
0042672,42672,,東京都立工業短期大学,Tokyo Metropolitan Technical College,トウキョウトリツコウギョウタンキダイガク
0042605,42605,,東京都立商科短期大学,Tokyo Metropolitan College of Commerce,トウキョウトリツショウカタンキダイガク
0042602,42602,,東京都立立川短期大学,Tachikawa College of Tokyo,トウキョウトリツタチカワタンキダイガク
0042316,42316,,東京福祉大学短期大学部,Tokyo University of Social Welfare、Junior College,トウキョウフクシダイガクタンキダイガクブ
0042664,42664,,東京富士大学短期大学部,Tokyo Fuji University Junior College,トウキョウフジダイガクタンキダイガクブ
0043611,43611,,東京理科大学諏訪短期大学,Science University of Tokyo、Suwa College,トウキョウリカダイガクスワタンキダイガク
0042652,42652,,東京立正短期大学,Tokyo Rissho Junior College,トウキョウリッショウタンキダイガク
0042653,42653,,東邦音楽短期大学,Toho Junior College of Music,トウホウオンガクタンキダイガク
382798,42685,,桐朋学園芸術短期大学,Toho Gakuen College of Drama and Music,トウホウガクエンゲイジュツタンキダイガク
0043914,43914,,東邦学園短期大学,Toho Gakuen Junior College,トウホウガクエンタンキダイガク
0042691,42691,,東邦大学医療短期大学,"College of Health Professions, Toho University",トウホウダイガクイリョウタンキダイガク
0041308,41308,,東北科学技術短期大学,"College of Science and Technology, Tohoku",トウホクカガクギジュツタンキダイガク
0041104,41104,,東北女子短期大学,Tohoku Women's Junior College,トウホクジョシタンキダイガク
382658,41306,,Tohoku Seikatsu Bunka Junior College,東北生活文化大学短期大学部,トウホクセイカツブンカダイガクタンキダイガクブ
382808,41503,,東北文教大学短期大学部,Tohoku Bunkyo Junior College,トウホクブンキョウダイガクタンキダイガクブ
0042654,42654,,東洋英和女学院短期大学,Toyo Eiwa College,トウヨウエイワジョガクインタンキダイガク
0044520,44520,,東洋食品工業短期大学,Toyo Junior College of Food Technology,トウヨウショクヒンコウギョウタンキダイガク
0042655,42655,,東洋女子短期大学,Toyo Women's College,トウヨウジョシタンキダイガク
0042656,42656,,東洋大学短期大学,Toyo University Junior College,トウヨウダイガクタンキダイガク
0042657,42657,,東横学園女子短期大学,Toyoko Gakuen Women's College,トウヨコガクエンジョシタンキダイガク
0044428,44428,,常磐会短期大学,Tokiwakai Junior College,トキワカイタンキダイガク
0042104,42104,,常磐短期大学,Tokiwa Junior College,トキワタンキダイガク
0046104,46104,,徳島工業短期大学,Tokushima College of Technology,トクシマコウギョウタンキダイガク
0046102,46102,,徳島文理大学短期大学部,Tokushima Bunri University Junior College,トクシマブンリダイガクタンキダイガクブ
0045511,45511,,徳山女子短期大学,Tokuyama Women's College,トクヤマジョシタンキダイガク
382735,43804,,常葉大学短期大学部,Tokoha University Junior College,トコハダイガクタンキダイガクブ
0046404,46404,,土佐女子短期大学,Tosa Women's Junior College,トサジョシタンキダイガク
0045102,45102,,鳥取短期大学,Tottori College,トットリタンキダイガク
0043201,43201,,富山県立大谷短期大学,富山県立大谷短期大学,トヤマケンリツオオタニタンキダイガク
0043205,43205,,富山県立大学短期大学部,Toyama Prefectual University Junior College,トヤマケンリツダイガクタンキダイガクブ
0043202,43202,,富山短期大学,Toyama College,トヤマタンキダイガク
0043206,43206,,富山福祉短期大学,Toyama College of Welfare Science,トヤマフクシタンンキダイガク
0144505,44505,44505,豊岡短期大学,Toyooka College,トヨオカタンキダイガク
